72,5.00,21.290400,7.164774,1.291171,30.466990,24.795479,30.617353
73,5.00,26.406012,66.676468,44.736939,76.069918,28.637522,67.271067
74,5.00,10.587494,94.807583,25.234246,47.680856,18.938250,71.031672
75,5.00,65.489628,49.964601,24.278459,18.086218,89.458210,69.482160
76,5.00,45.655184,97.440890,91.427712,89.049643,10.969198,27.371765
77,5.00,80.949015,34.227836,72.625036,84.697836,66.677865,20.550818
78,5.00,95.695201,86.271234,96.887308,49.544804,5.472807,10.372953
79,5.00,50.240230,90.008858,89.428290,70.502871,51.755470,2.068893
80,5.00,5.266140,88.906003,68.003083,60.705512,8.999684,10.526143
81,5.00,36.761504,54.805598,69.471716,40.460087,45.460177,63.800191
82,5.00,83.943450,42.407842,19.521721,99.491829,75.107385,63.535384
83,5.00,88.567337,62.042405,25.552999,1.567094,2.662575,11.380968
84,5.00,75.354546,50.732290,18.284796,26.200051,91.438289,65.356546
85,5.00,48.816650,32.171045,78.506391,80.648414,68.302537,80.837906
86,5.00,51.881884,33.237317,70.865700,58.897427,71.071746,70.127022
87,5.00,52.587435,80.650848,8.721756,61.237366,0.860112,51.169417
88,5.00,22.958830,10.238890,76.690278,60.461179,80.592905,90.996415
89,5.00,23.656963,26.108774,69.703615,71.944344,55.031752,54.462223
90,59.00,32.597272,0.242996,43.571466,25.068330,44.407234,38.825825
91,100.00,61.409209,36.967044,76.787242,36.343535,55.895008,31.785532
92,5.00,90.582811,0.903274,1.420554,98.870218,22.187220,24.417442
93,5.00,88.733148,51.504083,25.923247,74.436547,12.526047,3.332690
94,5.00,28.571868,96.733271,34.473711,50.461145,46.080699,89.493316
95,5.00,26.184744,5.753997,35.990487,62.712610,32.798939,12.101456
96,5.00,40.101730,48.251696,25.744396,53.351792,50.695950,90.327591
97,5.00,74.350142,90.342179,90.817374,64.652437,22.808770,86.448814
98,5.00,94.935778,55.093472,75.878657,46.367740,24.481985,19.109605
99,5.00,69.856925,69.197632,41.940952,12.218295,14.851292,75.297652
